id,id_vente,prix_total,date_vente,qte_medicament,medicament
10529,4998,71910,2014-10-10 00:00:00,15,84
10528,5000,12155,2014-10-21 00:00:00,11,73
10527,4996,43965,2014-11-03 00:00:00,5,26
10526,4998,9865,2014-10-09 00:00:00,5,91
10525,4998,109060,2014-11-08 00:00:00,20,51
10524,5000,68922,2014-10-11 00:00:00,9,31
10523,4997,166608,2014-09-30 00:00:00,18,13
10522,4998,110364,2014-11-18 00:00:00,17,86
10521,4999,186010,2014-11-25 00:00:00,19,42
10520,4999,38850,2014-11-08 00:00:00,6,10
10519,4998,21460,2014-11-19 00:00:00,10,46
10518,5000,45325,2014-11-02 00:00:00,7,10
10517,4999,17168,2014-11-10 00:00:00,8,46
10516,4999,57505,2014-11-20 00:00:00,7,35
10515,5000,106380,2014-10-15 00:00:00,12,62
10514,4997,76704,2014-09-28 00:00:00,16,84
10513,4998,81072,2014-10-02 00:00:00,9,79
10512,4996,62832,2014-11-08 00:00:00,7,67
10511,4999,51611,2014-11-09 00:00:00,7,60
10510,4998,45948,2014-11-21 00:00:00,6,31
10509,4996,176453,2014-10-08 00:00:00,19,81
10508,4999,34785,2014-10-04 00:00:00,9,19
10507,4999,21216,2014-11-18 00:00:00,13,78
10506,4996,31008,2014-09-28 00:00:00,19,78
10505,4998,30044,2014-11-13 00:00:00,14,46
10504,4999,65088,2014-11-23 00:00:00,9,90
10503,4996,12640,2014-10-04 00:00:00,10,69
10502,4997,102399,2014-11-14 00:00:00,11,66
10501,5000,152592,2014-10-18 00:00:00,17,67
10500,5000,90230,2014-10-28 00:00:00,10,40
10499,4998,32320,2014-11-04 00:00:00,16,23
10498,4997,50010,2014-11-05 00:00:00,15,55
10497,5000,78320,2014-10-25 00:00:00,8,42
10496,4999,11050,2014-11-12 00:00:00,10,73
10495,4998,65009,2014-10-09 00:00:00,7,81
10494,4996,62388,2014-10-20 00:00:00,18,1
10493,4999,114408,2014-10-16 00:00:00,14,2
10492,5000,47240,2014-10-08 00:00:00,20,43
10491,4996,39980,2014-10-15 00:00:00,5,21
10490,4996,71340,2014-10-21 00:00:00,10,18
10489,5000,16566,2014-11-21 00:00:00,11,15
10488,5000,112632,2014-10-07 00:00:00,19,29
10487,4999,83583,2014-11-14 00:00:00,9,81
10486,4997,69570,2014-11-13 00:00:00,18,19
10485,5000,78474,2014-10-05 00:00:00,11,18
10484,4996,31376,2014-11-06 00:00:00,8,52
10483,4998,110940,2014-11-18 00:00:00,12,4
10482,4999,128080,2014-10-26 00:00:00,20,74
10481,4999,81753,2014-11-24 00:00:00,17,9
10480,4997,81912,2014-09-30 00:00:00,12,34
10479,4999,94578,2014-11-07 00:00:00,11,30
10478,4996,48045,2014-10-22 00:00:00,5,48
10477,4999,28344,2014-11-20 00:00:00,12,43
10476,4999,144368,2014-10-08 00:00:00,16,40
10475,5000,27837,2014-10-08 00:00:00,9,16
10474,4997,42990,2014-11-04 00:00:00,5,30
10473,4996,118584,2014-11-23 00:00:00,12,50
10472,4999,21216,2014-11-07 00:00:00,13,78
10471,5000,169632,2014-09-29 00:00:00,19,20
10470,5000,127270,2014-11-26 00:00:00,13,42
10469,4999,32190,2014-10-26 00:00:00,15,46
10468,4996,95952,2014-10-16 00:00:00,12,21
10467,4996,182571,2014-11-14 00:00:00,19,48
10466,4264,56944,2015-04-07 00:00:00,8,77
10465,4077,131796,2015-08-19 00:00:00,14,7
10464,4349,38650,2015-09-25 00:00:00,10,19
10463,4944,104247,2015-03-04 00:00:00,13,3
10462,4697,13792,2015-10-13 00:00:00,8,83
10461,4158,22320,2015-12-24 00:00:00,6,57
10460,4231,79131,2015-08-05 00:00:00,13,36
10459,4172,22665,2015-02-12 00:00:00,5,56
10458,4685,62510,2015-08-29 00:00:00,10,12
10457,4270,19610,2015-02-08 00:00:00,5,52
10456,4209,108414,2015-03-19 00:00:00,18,25
10455,4763,91371,2015-08-04 00:00:00,19,9
10454,4301,66648,2015-03-21 00:00:00,12,76
10453,4226,121740,2015-04-08 00:00:00,20,36
10452,4254,39800,2015-05-16 00:00:00,20,39
10451,4599,81072,2015-03-27 00:00:00,9,79
10450,4813,116452,2015-04-08 00:00:00,14,8
10449,4067,25752,2015-11-08 00:00:00,12,46
10448,4438,28854,2015-09-15 00:00:00,6,9
10447,4860,95952,2015-08-03 00:00:00,12,21
10446,4685,16320,2015-02-11 00:00:00,10,78
10445,4791,33068,2015-02-20 00:00:00,14,43
10444,4342,17757,2015-09-24 00:00:00,9,91
10443,4713,31376,2015-05-08 00:00:00,8,52
10442,4671,80655,2015-11-16 00:00:00,15,41
10441,4062,62953,2015-06-04 00:00:00,11,92
10440,4678,49620,2015-05-13 00:00:00,10,44
10439,4359,34918,2015-09-09 00:00:00,17,0
10438,4139,31008,2015-03-23 00:00:00,19,78
10437,4918,84726,2015-12-21 00:00:00,9,7
10436,4296,70596,2015-02-02 00:00:00,18,52
10435,4928,38472,2015-05-14 00:00:00,8,9
10434,4324,71960,2015-07-19 00:00:00,8,54
10433,4886,78299,2015-10-05 00:00:00,13,25
10432,4305,74399,2015-10-22 00:00:00,13,92
10431,4208,76872,2015-07-02 00:00:00,8,48
10430,4075,43520,2015-05-18 00:00:00,8,33
10429,4578,42515,2015-01-28 00:00:00,11,19
10428,4084,47782,2015-11-25 00:00:00,7,34
10427,4124,26900,2015-06-24 00:00:00,10,32
10426,4653,149724,2015-08-11 00:00:00,18,8
10425,4797,107604,2015-04-29 00:00:00,12,47
10424,4432,82545,2015-07-03 00:00:00,15,45
10423,4222,86127,2015-09-11 00:00:00,19,56
10422,4832,53190,2015-07-14 00:00:00,6,62
10421,4314,68676,2015-10-14 00:00:00,12,92
10420,4313,68784,2015-10-03 00:00:00,8,30
10419,4960,77700,2015-08-26 00:00:00,12,10
10418,4715,110595,2015-02-23 00:00:00,15,60
10417,4650,96228,2015-11-17 00:00:00,12,3
10416,4129,42015,2015-05-24 00:00:00,5,49
10415,4479,64920,2015-09-24 00:00:00,10,86
10414,4686,67116,2015-02-08 00:00:00,14,84
10413,4531,53800,2015-01-28 00:00:00,20,32
10412,4649,109032,2015-08-26 00:00:00,12,22
10411,4055,62510,2015-05-07 00:00:00,10,12
10410,4873,36460,2015-07-24 00:00:00,5,71
10409,4198,99088,2015-09-18 00:00:00,11,79
10408,4343,179340,2015-03-31 00:00:00,20,47
10407,4516,76878,2015-02-04 00:00:00,9,27
10406,4875,25982,2015-06-28 00:00:00,11,43
10405,4486,66253,2015-12-13 00:00:00,11,25
10404,4575,26112,2015-03-05 00:00:00,16,78
10403,4610,62230,2015-10-03 00:00:00,14,17
10402,4844,93765,2015-11-05 00:00:00,15,12
10401,4667,54396,2015-05-24 00:00:00,12,56
10400,4237,81072,2015-08-20 00:00:00,9,79
10399,4263,38472,2015-06-16 00:00:00,8,9
10398,4228,119951,2015-06-27 00:00:00,13,6
10397,4685,20700,2015-02-26 00:00:00,12,80
10396,4572,24262,2015-07-01 00:00:00,7,1
10395,4408,152406,2015-08-09 00:00:00,18,59
10394,4498,133920,2015-08-31 00:00:00,15,20
10393,4788,29308,2015-10-19 00:00:00,17,83
10392,4506,64524,2015-11-17 00:00:00,12,41
10391,4650,26260,2015-05-03 00:00:00,13,23
10390,4822,38126,2015-03-25 00:00:00,11,1
10389,4561,179900,2015-01-16 00:00:00,20,54
10388,4696,114144,2015-09-16 00:00:00,16,18
10387,4843,13811,2015-04-25 00:00:00,7,91
10386,4948,30810,2015-05-03 00:00:00,15,0
10385,4084,53606,2015-06-09 00:00:00,7,31
10384,4062,18180,2015-03-06 00:00:00,9,23
10383,4060,94140,2015-05-08 00:00:00,10,7
10382,4063,22120,2015-05-10 00:00:00,8,5
10381,4586,136323,2015-10-16 00:00:00,17,3
10380,4258,64208,2015-05-08 00:00:00,16,58
10379,4630,110032,2015-09-25 00:00:00,16,28
10378,4471,13792,2015-03-24 00:00:00,8,83
10377,4143,14,2015-08-19 00:00:00,14,93
10376,4447,26112,2015-01-19 00:00:00,16,78
10375,4759,11424,2015-08-13 00:00:00,7,78
10374,4010,80703,2015-03-16 00:00:00,9,47
10373,4004,34970,2015-11-03 00:00:00,13,32
10372,4145,84357,2015-07-13 00:00:00,13,24
10371,4104,50802,2015-06-02 00:00:00,6,59
10370,4230,96228,2015-03-14 00:00:00,12,3
10369,4081,33018,2015-04-13 00:00:00,6,45
10368,4176,21258,2015-03-12 00:00:00,9,43
10367,4344,38650,2015-06-09 00:00:00,10,19
10366,4456,25398,2015-02-14 00:00:00,9,53
10365,4440,93765,2015-05-26 00:00:00,15,12
10364,4693,34500,2015-07-15 00:00:00,20,80
10363,4933,117453,2015-05-30 00:00:00,17,68
10362,4167,82545,2015-07-09 00:00:00,15,45
10361,4926,59983,2015-11-28 00:00:00,11,51
10360,4692,30120,2015-08-01 00:00:00,20,15
10359,4179,39220,2015-09-23 00:00:00,10,52
10358,4100,113888,2015-04-29 00:00:00,16,77
10357,4606,22665,2015-12-28 00:00:00,5,56
10356,4832,66675,2015-09-22 00:00:00,15,17
10355,4498,86784,2015-08-12 00:00:00,12,90
10354,4426,79137,2015-02-23 00:00:00,9,26
10353,4957,120185,2015-11-15 00:00:00,13,4
10352,4153,98945,2015-10-26 00:00:00,11,54
10351,4327,139655,2015-06-01 00:00:00,17,35
10350,4479,164882,2015-10-08 00:00:00,19,87
10349,4490,54783,2015-08-25 00:00:00,9,36
10348,4910,79131,2015-02-07 00:00:00,13,36
10347,4245,50796,2015-04-01 00:00:00,18,53
10346,4817,81263,2015-05-26 00:00:00,13,12
10345,4879,103554,2015-11-07 00:00:00,11,7
10344,4015,79960,2015-02-06 00:00:00,10,21
10343,4955,106267,2015-07-12 00:00:00,17,12
10342,4364,134640,2015-08-23 00:00:00,16,65
10341,4837,73730,2015-01-29 00:00:00,10,60
10340,4991,48156,2015-07-02 00:00:00,12,58
10339,4411,15060,2015-10-28 00:00:00,10,15
10338,4914,86292,2015-07-13 00:00:00,18,84
10337,4387,43965,2015-03-23 00:00:00,5,26
10336,4971,88048,2015-05-29 00:00:00,16,45
10335,4483,106668,2015-11-27 00:00:00,18,88
10334,4504,34340,2015-02-16 00:00:00,17,23
10333,4138,138924,2015-01-30 00:00:00,17,2
10332,4363,153391,2015-02-16 00:00:00,17,40
10331,4421,22320,2015-07-05 00:00:00,6,57
10330,4417,53770,2015-09-14 00:00:00,10,41
10329,4409,62517,2015-02-14 00:00:00,13,9
10328,4953,28854,2015-04-11 00:00:00,6,9
10327,4649,85845,2015-07-16 00:00:00,15,92
10326,4681,77042,2015-07-30 00:00:00,14,45
10325,4791,96723,2015-05-31 00:00:00,11,26
10324,4213,184540,2015-09-08 00:00:00,20,6
10323,4615,10730,2015-10-11 00:00:00,5,46
10322,4651,93137,2015-04-03 00:00:00,11,59
10321,4057,10112,2015-09-11 00:00:00,8,69
10320,4650,69090,2015-02-01 00:00:00,10,68
10319,4203,53606,2015-08-01 00:00:00,7,31
10318,4265,177876,2015-12-18 00:00:00,18,50
10317,4701,72688,2015-01-06 00:00:00,8,22
10316,4995,184900,2015-12-18 00:00:00,20,4
10315,4087,97392,2015-04-15 00:00:00,16,36
10314,4350,31568,2015-02-16 00:00:00,16,91
10313,4705,103176,2015-03-24 00:00:00,12,30
10312,4338,40920,2015-05-12 00:00:00,11,57
10311,4204,169632,2015-02-21 00:00:00,19,20
10310,4427,12075,2015-04-01 00:00:00,7,80
10309,4853,153136,2015-08-08 00:00:00,17,79
10308,4109,128466,2015-06-03 00:00:00,13,50
10307,4048,72064,2015-09-22 00:00:00,8,79
10306,4351,62055,2015-10-02 00:00:00,7,62
10305,4697,44143,2015-05-03 00:00:00,11,58
10304,4649,48293,2015-01-31 00:00:00,7,64
10303,4654,187758,2015-10-07 00:00:00,19,50
10302,4141,71028,2015-05-21 00:00:00,18,70
10301,4379,99946,2015-04-18 00:00:00,11,22
10300,4352,63136,2015-05-14 00:00:00,16,70
10299,4912,136323,2015-01-03 00:00:00,17,3
10298,4987,64040,2015-02-26 00:00:00,10,74
10297,4936,11050,2015-05-25 00:00:00,10,73
10296,4023,110724,2015-06-25 00:00:00,12,6
10295,4160,36674,2015-09-19 00:00:00,11,55
10294,4128,61434,2015-03-09 00:00:00,9,34
10293,4402,46435,2015-02-13 00:00:00,5,81
10292,4102,81072,2015-10-11 00:00:00,9,79
10291,4678,58401,2015-01-10 00:00:00,9,24
10290,4573,107010,2015-10-02 00:00:00,15,18
10289,4029,40956,2015-11-22 00:00:00,6,34
10288,4986,82964,2015-01-22 00:00:00,14,88
10287,4827,28220,2015-09-14 00:00:00,10,53
10286,4814,139305,2015-06-29 00:00:00,15,81
10285,4670,44143,2015-12-29 00:00:00,11,58
10284,4562,110313,2015-03-20 00:00:00,17,24
10283,4698,18975,2015-02-05 00:00:00,11,80
10282,4013,110940,2015-10-19 00:00:00,12,4
10281,4108,127936,2015-10-01 00:00:00,16,21
10280,4678,40774,2015-08-12 00:00:00,19,46
10279,4439,122868,2015-02-09 00:00:00,18,34
10278,4610,62752,2015-02-28 00:00:00,16,52
10277,4813,76944,2015-03-10 00:00:00,16,9
10276,4085,92701,2015-11-17 00:00:00,17,51
10275,4438,56440,2015-08-21 00:00:00,20,53
10274,4111,44325,2015-08-18 00:00:00,5,62
10273,4241,70444,2015-08-20 00:00:00,11,74
10272,4533,23676,2015-06-17 00:00:00,6,70
10271,4816,119588,2015-05-31 00:00:00,14,27
10270,4054,83252,2015-03-22 00:00:00,13,74
10269,4291,37200,2015-02-24 00:00:00,10,57
10268,4619,125538,2015-05-27 00:00:00,14,47
10267,4667,26040,2015-10-21 00:00:00,7,57
10266,4407,164300,2015-06-28 00:00:00,20,35
10265,4603,68770,2015-09-02 00:00:00,10,28
10264,4403,30920,2015-12-16 00:00:00,8,19
10263,4001,51990,2015-06-30 00:00:00,15,1
10262,4302,27622,2015-08-01 00:00:00,14,91
10261,4761,158112,2015-11-07 00:00:00,16,50
10260,4466,128130,2015-08-01 00:00:00,15,27
10259,4055,55704,2015-10-27 00:00:00,8,89
10258,4582,161568,2015-03-04 00:00:00,18,67
10257,4368,99253,2015-05-01 00:00:00,11,40
10256,4611,102391,2015-01-14 00:00:00,17,25
10255,4039,118538,2015-03-29 00:00:00,14,59
10254,4698,21216,2015-06-24 00:00:00,13,78
10253,4704,72920,2015-12-28 00:00:00,10,71
10252,4823,29590,2015-01-24 00:00:00,11,32
10251,4223,150624,2015-08-27 00:00:00,16,7
10250,4323,156640,2015-11-08 00:00:00,16,42
10249,4982,53970,2015-10-01 00:00:00,6,54
10248,4287,54048,2015-11-07 00:00:00,6,79
10247,4680,157165,2015-04-08 00:00:00,17,4
10246,4510,53970,2015-02-09 00:00:00,6,54
10245,4402,176453,2015-06-27 00:00:00,19,81
10244,4747,27515,2015-03-03 00:00:00,5,45
10243,4688,31840,2015-07-20 00:00:00,16,39
10242,4087,21084,2015-05-27 00:00:00,14,15
10241,4930,23676,2015-04-27 00:00:00,12,91
10240,4977,46676,2015-07-31 00:00:00,14,55
10239,4546,29595,2015-11-12 00:00:00,15,91
10238,4052,152406,2015-10-09 00:00:00,18,59
10237,4434,55300,2015-01-16 00:00:00,20,5
10236,4930,7584,2015-12-07 00:00:00,6,69
10235,4972,32718,2015-10-22 00:00:00,6,51
10234,4208,7735,2015-08-04 00:00:00,7,73
10233,4734,155268,2015-07-31 00:00:00,19,2
10232,4430,25860,2015-12-09 00:00:00,15,83
10231,4490,179900,2015-05-02 00:00:00,20,54
10230,4332,132975,2015-07-07 00:00:00,15,62
10229,4496,185120,2015-01-30 00:00:00,20,13
10228,4499,31255,2015-10-25 00:00:00,5,12
10227,4806,32262,2015-04-27 00:00:00,6,41
10226,4186,106267,2015-12-09 00:00:00,17,12
10225,4473,27454,2015-09-15 00:00:00,7,52
10224,4330,52734,2015-04-23 00:00:00,11,84
10223,4410,19900,2015-05-19 00:00:00,10,39
10222,4653,38126,2015-10-19 00:00:00,11,1
10221,4550,35820,2015-02-14 00:00:00,18,39
10220,4092,137980,2015-07-12 00:00:00,20,64
10219,4910,48184,2015-08-30 00:00:00,8,25
10218,4971,54582,2015-03-06 00:00:00,11,44
10217,4763,24240,2015-05-23 00:00:00,12,23
10216,4553,188280,2015-09-29 00:00:00,20,7
10215,4178,10112,2015-07-06 00:00:00,8,69
10214,4947,59794,2015-08-04 00:00:00,7,27
10213,4737,97335,2015-03-12 00:00:00,15,24
10212,4253,110384,2015-09-16 00:00:00,16,64
10211,4439,68784,2015-10-05 00:00:00,8,30
10210,4727,98208,2015-04-24 00:00:00,11,20
10209,4303,35820,2015-09-04 00:00:00,18,39
10208,4566,124992,2015-01-14 00:00:00,14,20
10207,4321,77300,2015-07-14 00:00:00,20,19
10206,4474,33340,2015-09-29 00:00:00,10,55
10205,4243,98580,2015-05-08 00:00:00,12,35
10204,4497,45444,2015-12-07 00:00:00,7,86
10203,4547,71539,2015-03-29 00:00:00,13,45
10202,4601,126045,2015-02-21 00:00:00,15,49
10201,4101,12048,2015-06-15 00:00:00,8,15
10200,4434,126322,2015-11-14 00:00:00,14,40
10199,4346,137540,2015-09-04 00:00:00,20,28
10198,4274,65436,2015-06-06 00:00:00,12,51
10197,4665,77700,2015-12-21 00:00:00,12,10
10196,4352,28091,2015-01-25 00:00:00,7,58
10195,4337,84030,2015-03-07 00:00:00,10,49
10194,4041,120285,2015-01-03 00:00:00,15,3
10193,4868,15168,2015-12-03 00:00:00,12,69
10192,4464,123964,2015-04-27 00:00:00,17,71
10191,4411,120372,2015-05-22 00:00:00,14,30
10190,4504,115470,2015-06-24 00:00:00,15,37
10189,4896,77042,2015-03-03 00:00:00,14,45
10188,4903,161406,2015-02-03 00:00:00,18,47
10187,4825,139260,2015-02-24 00:00:00,20,89
10186,4965,21460,2015-10-07 00:00:00,10,46
10185,4602,161406,2015-08-05 00:00:00,18,47
10184,4127,46545,2015-06-16 00:00:00,5,66
10183,4149,171152,2015-05-22 00:00:00,19,79
10182,4803,14110,2015-07-14 00:00:00,5,53
10181,4448,77382,2015-09-11 00:00:00,9,30
10180,4046,115272,2015-07-10 00:00:00,18,74
10179,4096,22412,2015-07-12 00:00:00,13,83
10178,4715,115940,2015-12-30 00:00:00,17,82
10177,4926,50986,2015-04-02 00:00:00,13,52
10176,4350,34100,2015-05-17 00:00:00,5,82
10175,4854,61860,2015-05-01 00:00:00,20,16
10174,4582,63240,2015-06-04 00:00:00,17,57
10173,4706,136672,2015-09-03 00:00:00,16,27
10172,4602,72184,2015-07-24 00:00:00,8,40
10171,4455,150705,2015-05-06 00:00:00,17,62
10170,4585,147870,2015-03-28 00:00:00,18,35
10169,4151,53352,2015-08-26 00:00:00,9,29
10168,4737,175864,2015-04-01 00:00:00,19,13
10167,4916,97900,2015-01-21 00:00:00,10,42
10166,4370,83205,2015-07-07 00:00:00,9,4
10165,4208,129580,2015-08-21 00:00:00,19,82
10164,4084,99946,2015-03-18 00:00:00,11,22
10163,4459,74048,2015-04-23 00:00:00,8,13
10162,4825,128412,2015-06-17 00:00:00,18,18
10161,4340,17250,2015-10-07 00:00:00,10,80
10160,4297,153756,2015-07-15 00:00:00,18,27
10159,4501,14378,2015-02-24 00:00:00,7,0
10158,4002,55540,2015-02-10 00:00:00,10,76
10157,4877,24885,2015-03-10 00:00:00,9,5
10156,4517,97392,2015-02-06 00:00:00,16,36
10155,4255,83180,2015-11-04 00:00:00,10,8
10154,4887,88738,2015-02-04 00:00:00,13,34
10153,4626,9950,2015-08-24 00:00:00,5,39
10152,4275,27200,2015-10-30 00:00:00,5,33
10151,4185,13800,2015-10-04 00:00:00,8,80
10150,4413,153160,2015-03-03 00:00:00,20,31
10149,4831,102464,2015-12-30 00:00:00,16,74
10148,4613,76247,2015-11-07 00:00:00,19,58
10147,4326,31115,2015-06-17 00:00:00,7,17
10146,4670,84357,2015-03-27 00:00:00,13,24
10145,4183,73435,2015-10-08 00:00:00,19,19
10144,4748,23676,2015-08-28 00:00:00,6,70
10143,4472,55674,2015-01-01 00:00:00,18,16
10142,4089,52581,2015-09-13 00:00:00,17,16
10141,4292,173560,2015-11-10 00:00:00,20,87
10140,4273,134505,2015-10-02 00:00:00,15,47
10139,4356,122580,2015-01-02 00:00:00,15,2
10138,4804,119940,2015-09-29 00:00:00,15,21
10137,4687,98208,2015-12-23 00:00:00,11,20
10136,4563,58226,2015-10-24 00:00:00,7,8
10135,4710,112594,2015-11-03 00:00:00,19,88
10134,4762,67320,2015-04-22 00:00:00,8,65
10133,4312,170373,2015-09-27 00:00:00,19,47
10132,4072,13450,2015-04-13 00:00:00,5,32
10131,4499,10100,2015-06-24 00:00:00,5,23
10130,4792,77061,2015-03-12 00:00:00,17,56
10129,4450,116064,2015-01-19 00:00:00,13,20
10128,4764,108868,2015-01-23 00:00:00,17,74
10127,4554,172962,2015-01-18 00:00:00,18,48
10126,4765,45325,2015-01-13 00:00:00,7,10
10125,4970,62769,2015-11-02 00:00:00,7,47
10124,4206,6630,2015-03-28 00:00:00,6,73
10123,4458,138840,2015-10-13 00:00:00,15,13
10122,4793,138180,2015-06-18 00:00:00,20,68
10121,4232,84175,2015-02-12 00:00:00,13,10
10120,4992,152406,2015-10-07 00:00:00,18,59
10119,4758,88110,2015-11-10 00:00:00,9,42
10118,4546,36522,2015-04-07 00:00:00,6,36
10117,4563,128080,2015-10-21 00:00:00,20,74
10116,4182,103360,2015-06-30 00:00:00,19,33
10115,4285,71120,2015-11-16 00:00:00,16,17
10114,4026,110724,2015-09-03 00:00:00,12,6
10113,4647,44835,2015-04-25 00:00:00,5,47
10112,4580,31568,2015-08-17 00:00:00,8,70
10111,4084,164882,2015-05-19 00:00:00,19,87
10110,4732,103872,2015-10-06 00:00:00,16,86
10109,4192,101816,2015-10-07 00:00:00,11,13
10108,4685,20224,2015-01-23 00:00:00,16,69
10107,4372,32864,2015-02-21 00:00:00,16,0
10106,4576,81720,2015-09-06 00:00:00,10,2
10105,4083,66357,2015-02-07 00:00:00,9,60
10104,4313,122944,2015-07-16 00:00:00,17,90
10103,4990,21258,2015-10-08 00:00:00,9,43
10102,4900,25398,2015-08-01 00:00:00,9,53
10101,4615,76872,2015-09-29 00:00:00,8,48
10100,4073,101816,2015-04-26 00:00:00,11,13
10099,4948,137844,2015-12-23 00:00:00,18,31
10098,4321,61551,2015-04-03 00:00:00,7,26
10097,4709,127270,2015-03-19 00:00:00,13,42
10096,4298,123225,2015-11-07 00:00:00,15,35
10095,4655,31568,2015-11-22 00:00:00,8,70
10094,4805,71379,2015-08-31 00:00:00,11,24
10093,4504,62667,2015-01-07 00:00:00,9,89
10092,4349,101604,2015-02-09 00:00:00,12,59
10091,4705,91086,2015-11-17 00:00:00,19,84
10090,3996,28854,2015-11-17 00:00:00,6,9
10089,4308,40005,2015-11-15 00:00:00,9,17
10088,4894,91498,2015-02-02 00:00:00,11,8
10087,4614,64715,2015-07-12 00:00:00,7,4
10086,4072,93962,2015-02-22 00:00:00,11,27
10085,4928,167994,2015-12-20 00:00:00,17,50
10084,4060,73548,2015-02-07 00:00:00,9,2
10083,4044,84455,2015-11-16 00:00:00,19,17
10082,4736,22412,2015-03-18 00:00:00,13,83
10081,4525,33480,2015-01-04 00:00:00,9,57
10080,4101,99253,2015-06-11 00:00:00,11,40
10079,4960,63602,2015-03-10 00:00:00,7,22
10078,4156,22590,2015-07-05 00:00:00,15,15
10077,4037,58401,2015-08-03 00:00:00,9,24
10076,4540,114309,2015-11-14 00:00:00,13,26
10075,4705,48114,2015-11-09 00:00:00,6,3
10074,4960,20065,2015-02-08 00:00:00,5,58
10073,4296,44975,2015-05-08 00:00:00,5,54
10072,4957,65898,2015-11-07 00:00:00,7,7
10071,4132,51044,2015-12-12 00:00:00,7,71
10070,4164,51507,2015-11-21 00:00:00,9,92
10069,4447,96278,2015-04-02 00:00:00,14,28
10068,4413,84175,2015-03-07 00:00:00,13,10
10067,4063,145214,2015-01-26 00:00:00,17,27
10066,4782,99240,2015-08-26 00:00:00,20,44
10065,4113,27811,2015-02-25 00:00:00,7,38
10064,4743,29308,2015-10-19 00:00:00,17,83
10063,4642,110364,2015-11-29 00:00:00,17,86
10062,4903,147870,2015-07-15 00:00:00,18,35
10061,4873,38171,2015-03-09 00:00:00,7,51
10060,4256,90888,2015-09-08 00:00:00,14,86
10059,4642,123225,2015-02-24 00:00:00,15,35
10058,4949,24016,2015-08-09 00:00:00,19,69
10057,4547,10100,2015-07-22 00:00:00,5,23
10056,4187,61380,2015-04-10 00:00:00,9,82
10055,4501,10730,2015-12-07 00:00:00,5,46
10054,4731,32190,2015-12-01 00:00:00,15,46
10053,4512,24885,2015-10-02 00:00:00,9,5
10052,4391,75889,2015-06-27 00:00:00,11,64
10051,4553,68221,2015-06-28 00:00:00,17,58
10050,4493,17330,2015-08-31 00:00:00,5,1
10049,4255,72064,2015-12-12 00:00:00,8,79
10048,4145,61551,2015-12-18 00:00:00,7,26
10047,4343,63240,2015-06-05 00:00:00,17,57
10046,4008,49908,2015-10-15 00:00:00,6,8
10045,4444,51110,2015-04-01 00:00:00,19,32
10044,4852,134925,2015-10-03 00:00:00,15,54
10043,4157,76704,2015-02-04 00:00:00,16,84
10042,4735,116672,2015-03-13 00:00:00,16,71
10041,4966,59794,2015-09-18 00:00:00,7,27
10040,4009,51110,2015-03-06 00:00:00,19,32
10039,4911,22752,2015-11-06 00:00:00,18,69
10038,4131,72688,2015-05-27 00:00:00,8,22
10037,4663,80703,2014-12-31 00:00:00,9,47
10036,4520,79056,2015-02-09 00:00:00,8,50
10035,4619,90519,2015-11-04 00:00:00,13,89
10034,4803,71514,2015-02-20 00:00:00,18,38
10033,4393,32262,2015-09-16 00:00:00,6,41
10032,4073,49620,2015-08-22 00:00:00,10,44
10031,4514,17330,2015-02-24 00:00:00,5,1
